id,file,line,label,encoding,source,fr,status,notes
9538825685b1,scripts/rocket hq/starter room/intro sequence.rbc,121,@petreltalk3,cp1252,In the crates behind me you will\nfind your very own first Pokémon.,,à_traduire,
60f82aea2e60,scripts/rocket hq/starter room/intro sequence.rbc,134,@petreltalk4,cp1252,"Starting from the top left here, I\nwant each of you to come up, one\lby one, to get your little rodent.",,à_traduire,
900d600d81f6,scripts/rocket hq/starter room/intro sequence.rbc,138,@petreltalk4.5,cp1252,You will then proceed to the top\nfloor through the staircase on my\lright.\pOne of our friendly neighborhood\nscience geeks up there will then\lprovide you an HM for Fly.,,à_traduire,
4a3049c57201,scripts/rocket hq/starter room/intro sequence.rbc,149,@petreltalk5,cp1252,"Once you have this HM, and once\nyou've managed to summon enough\lballs to steal yourself a proper\lbird Pokémon[.]\pThen you Fly your sorry asses to\nMt. Moon as soon as conceivably\lpossible and await further\linstructions!",,à_traduire,
09d12673bc59,scripts/rocket hq/starter room/intro sequence.rbc,160,@petreltalk6,cp1252,Is that understood?,,à_traduire,
6e8d8865f5fc,scripts/rocket hq/starter room/intro sequence.rbc,177,@yessir,cp1252,"YES, SIR!",,à_traduire,
56d7b98badb8,scripts/rocket hq/starter room/intro sequence.rbc,189,@petreltalk7,cp1252,"Petrel: Well, then, get to it!",,à_traduire,
16565972b3db,scripts/rocket hq/starter room/intro sequence.rbc,206,@petreltalk8,cp1252,"Okay, next! Get moving, people!",,à_traduire,
86a202bde4b4,scripts/rocket hq/starter room/mart stand.rbc,26,@nothing,cp1252,There's nothing here[.],,à_traduire,
08dd99896d9e,scripts/rocket hq/starter room/mart stand.rbc,30,@greedyStopper,cp1252,"Petrel: Hey, you! Only one Rattata\nper grunt, do you hear me?",,à_traduire,
238e7cb4f9df,scripts/rocket hq/starter room/mart stand.rbc,55,@want,cp1252,"So you want Rattata, the\nRat Pokémon as your starter?",,à_traduire,
db7896ba218d,scripts/rocket hq/starter room/mart stand.rbc,100,@yestext,cp1252,This Pokémon does not look very\nenergetic.,,à_traduire,
a23aac0745a4,scripts/rocket hq/starter room/mart stand.rbc,103,@notext,cp1252,"No? Well, that's too bad. You're\ngetting it anyway.",,à_traduire,
aab70a50ef94,scripts/rocket hq/starter room/mart stand.rbc,106,@receive,cp1252,[black_fr][player] received Rattata!,,à_traduire,
fa3a8900c1e7,scripts/rocket hq/starter room/mart stand.rbc,109,@givenickname,cp1252,[black_fr]Would you like to give a\nnickname to Rattata?,,à_traduire,
fe0f3d9f5547,scripts/rocket hq/starter room/mart stand.rbc,147,@petreltalk,cp1252,"Next in line, now!\nMove it, move it!",,à_traduire,
8288ea9281b7,scripts/rocket hq/starter room/mart.rbc,18,@what,utf-8,"Well? What do you want, pal?",,à_traduire,
5a058cdb3af7,scripts/rocket hq/starter room/mart.rbc,21,@goodBye,utf-8,"Yeah, get outta here, why don't\nya?",,à_traduire,
008071b853e0,scripts/rocket hq/starter room/moveback if no rattata.rbc,15,@talk,utf-8,Petrel: Hey!\nGrunt number two!\pGet your ass back here and pick up\nyour Rattata!,,à_traduire,
4781ced139c7,scripts/rocket hq/starter room/petrel.rbc,14,@talk,utf-8,"What's with the dawdling, grunt?\nUp the stairs with you!",,à_traduire,
d6f221edb6f3,scripts/rocket hq/starter room/petrel.rbc,24,@talk2,utf-8,"Yes? Go get your Rattata, grunt!",,à_traduire,
66116fd22b00,scripts/rocket hq/starter room/rattata.rbc,36,@want,cp1252,"So you want Rattata, the\nRat Pokémon as your starter?",,à_traduire,
3e3192b31c33,scripts/rocket hq/starter room/rattata.rbc,76,@yestext,cp1252,This Pokémon does not look very\nenergetic.,,à_traduire,
5a9b01f39729,scripts/rocket hq/starter room/rattata.rbc,79,@notext,cp1252,"No? Well, that's too bad. You're\ngetting it anyway.",,à_traduire,
503ab23ec059,scripts/rocket hq/starter room/rattata.rbc,82,@receive,cp1252,[black_fr][player] received Rattata!,,à_traduire,
a9c0c023f876,scripts/rocket hq/starter room/rattata.rbc,85,@givenickname,cp1252,[black_fr]Would you like to give a\nnickname to Rattata?,,à_traduire,
12df5e9809bf,scripts/rocket hq/starter room/rattata.rbc,123,@petreltalk,cp1252,"Next in line, now! Move it, move\nit!",,à_traduire,
47803768ee88,scripts/rocket hq/starter room/rattata.rbc,146,@easterText,cp1252,"There's nothing here[.]\p[.]\c\h08ó\n[.]\p[.]\pOkay, fine.\nHave an easter egg.",,à_traduire,
b2862069d2bc,scripts/rocket hq/starter room/rattata.rbc,149,@nothing,cp1252,There's nothing here[.],,à_traduire,
78ce7f6100c4,scripts/rocket hq/starter room/rattata.rbc,153,@itemMsg,cp1252,[player] received a Rare Candy!,,à_traduire,
a273180caa80,scripts/rocket hq/starter room/rattata.rbc,157,@putAway,cp1252,[player] put the Rare Candy in the\nItems pocket.,,à_traduire,
ab6d102c2dcd,scripts/rocket hq/starter room/rattata.rbc,162,@greedyStopper,cp1252,"Petrel: Hey, you! Only one Rattata\nper grunt, do you hear me?",,à_traduire,
59356bdf5a98,scripts/rocket hq/starter room/rival.rbc,11,@talk,utf-8,"Man, I'm loving the gangster life\nalready.",,à_traduire,
dadd17cf6114,scripts/rocket hq/top floor/braggart.rbc,33,@talk,cp1252,"What?\nThere was another kid, too?\pI was just out by the Pokémon\nCenter and I didn't even notice.\pDude, I would have totally whipped\nhim if I was there, though.",,à_traduire,
45357f5b65c9,scripts/rocket hq/top floor/braggart.rbc,37,@talk3,cp1252,Jesus Christ.\pI've never been so thoroughly\nslaughtered in a Pokémon battle in\lmy life[.]\pThat kid[.]\nI've never seen anything like it.,,à_traduire,
e9f4ef796d5a,scripts/rocket hq/top floor/braggart.rbc,40,@talk4,cp1252,"You going out to Viridian City\ntoo, now?\pYeah, I heard some grunts over\nthere were getting frustrated with\lnot getting items that they're\lrobbing the mart over there!\pSounds totally rad!\nWish I'd been stationed there too.",,à_traduire,
67c35ca61ee9,scripts/rocket hq/top floor/braggart.rbc,43,@talk5,cp1252,"Hey, you keeping up with the\nlatest crime gossip?\pSounds like some funny-sounding\ngangs at Cycling Road west of here\lare causing all sorts of trouble.\pI heard their connected with the\ndodgy guys doing business in the\lUnderground Paths.\pShady stuff, if you ask me!",,à_traduire,
1dc3f7f1eeea,scripts/rocket hq/top floor/elevator blocker script.rbc,16,@talk,utf-8,"Hey, grunt! Don't you have a\nmission to do right about now?\pQuit screwing around the hideout,\nthen!\pYou don't want to get on Petrel's\nbad side[.]",,à_traduire,
174ff9ec324a,scripts/rocket hq/top floor/elevator blocker.rbc,35,@talk,utf-8,"If you're looking for Boss's\noffice, it's down on the bottom\lfloor through the elevator here.\pDon't know why you would be,\nthough.",,à_traduire,
c1af7ae7e312,scripts/rocket hq/top floor/elevator blocker.rbc,38,@talk2,utf-8,"Hey, grunt! Don't you have a\nmission to do right about now?\pQuit screwing around the hideout,\nthen!\pYou don't want to get on Petrel's\nbad side[.]",,à_traduire,
c40e2fbc6246,scripts/rocket hq/top floor/elevator blocker.rbc,41,@talk3,utf-8,"These are tough times to be a\ncriminal, man.\pThe world just won't accept us for\nit any longer, it seems[.]",,à_traduire,
98e781f021fa,scripts/rocket hq/top floor/elevator blocker.rbc,44,@talk4,utf-8,"Apparently the kid got ahold of\nthe key to use the elevator[.]\pThen he went down there and wiped\nthe floor with Boss.\p[.]\pWha-- don't look at me, I didn't\ngive it to him. Promise!",,à_traduire,
545503dcfb92,scripts/rocket hq/top floor/female grunt 2.rbc,47,@talk,cp1252,"How'd your first little robbery\ngo? Thrilling, wasn't it?\pWell, there's more where that came\nfrom.",,à_traduire,
00b33ce0ca18,scripts/rocket hq/top floor/female grunt 2.rbc,50,@talk2,cp1252,"So did we find any fossils, then?\p[.]\pWhat?\nWe lost them?\pYou telling me I got molested by\nall those random Zubat for\lnothing?\pGee, what a waste.",,à_traduire,
ea13ee1131c6,scripts/rocket hq/top floor/female grunt 2.rbc,53,@talk3,cp1252,Ever since Lance's TV announcement\nI've just started being nice to\leveryone I see so they won't judge\lme for being a Rocket.,,à_traduire,
5cbbdee77abd,scripts/rocket hq/top floor/female grunt 2.rbc,56,@talk4,cp1252,"Wow.\pSo that kid just like, broke his\nway into our hideout and beat all\lof us flat out?\p[.]\p(Huh, I guess I was right to hide\nout by the Pokémon Center that one\ltime at Mt. Moon[.])",,à_traduire,
6be47970402e,scripts/rocket hq/top floor/female grunt 2.rbc,59,@talk5,cp1252,Freaking hell[.]\pI still can't get over that crazy\nlittle Red kid[.],,à_traduire,
a5e867df4c06,scripts/rocket hq/top floor/female grunt 2.rbc,63,@talk6,cp1252,"Heading south, are you?\pI'd stay away from those gangs on\nCycling Road if I were you.\pThey'll see you're a Rocket and\nrush to entangle you in whatever\lpetty scuffle they've got going.\pNot worth the time, I say!",,à_traduire,
5cca08b94268,scripts/rocket hq/top floor/female grunt.rbc,10,@talk,utf-8,"Gee, I never fancied myself\nrobbing someone with a Rattata,\ldid you?\pOh yeah, the scientist dude is\ndown there by the computers on the\lleft.",,à_traduire,
8a00cbdba042,scripts/rocket hq/top floor/final burglar scientist.rbc,43,@standingTalk,cp1252,Hey! Hands off!\nI saw it first!,,à_traduire,
51e361c7325a,scripts/rocket hq/top floor/final burglar scientist.rbc,46,@shoutTalk,cp1252,"Hey, you!",,à_traduire,
b04e2bd48566,scripts/rocket hq/top floor/final burglar scientist.rbc,49,@shoutTalk2,cp1252,Hands off!\nI saw it first!,,à_traduire,
23a69f96f355,scripts/rocket hq/top floor/final burglar scientist.rbc,52,@defeat,cp1252,"All right, all right!\nTake it then, Mr. tough guy!",,à_traduire,
daad50f59278,scripts/rocket hq/top floor/final burglar scientist.rbc,55,@postBattleTalk,cp1252,(Snivel[.])\c\h08ó\nYou spoiled Executives[.]\pI've been here for years and they\nnever gave me as much as an HM[.],,à_traduire,
bb128a2e88e5,scripts/rocket hq/top floor/final level script.rbc,257,@bossTalk1,cp1252,Giovanni: [.],,à_traduire,
5ca1efef9223,scripts/rocket hq/top floor/final level script.rbc,268,@bossTalk2,cp1252,You bunch of incompetent fools!\nGiratina take you all!,,à_traduire,
478280df94b0,scripts/rocket hq/top floor/final level script.rbc,272,@bossTalk3,cp1252,"This[.]\c\h08ó child[.]\pHe wiped out every single one of\nyou, found his way to the\lPresident's room[.]\pAnd ran off with the Master Ball\nprototype.",,à_traduire,
9560708993ea,scripts/rocket hq/top floor/final level script.rbc,276,@bossTalk4,cp1252,"In front of your eyes, ladies\nand gentlemen!\pWhat do you have to say for\nyourselves?\lWhat?!",,à_traduire,
355c9e9b509a,scripts/rocket hq/top floor/final level script.rbc,285,@bossTalk5,cp1252,A public humiliation of this\nscale[.]\pCan anyone ever look at Team\nRocket the same way again..?,,à_traduire,
efcc35ae6bef,scripts/rocket hq/top floor/final level script.rbc,293,@bossTalk6,cp1252,"Tell me, you morons!\pAre we the mightiest gang of\nmobsters in this region?\pOr a bunch of little girls?!",,à_traduire,
bae93a868c2b,scripts/rocket hq/top floor/final level script.rbc,297,@ronnieTalk1,cp1252,"Ronnie: The mightiest gangsters\nin Kanto, that's what we are!\pAye, aye, Boss!\pWe'll show that little kid\nnext time, you betcha!",,à_traduire,
4e8a44043a86,scripts/rocket hq/top floor/final level script.rbc,305,@bossTalk7,cp1252,Giovanni: SILENCE!,,à_traduire,
6babfa11b025,scripts/rocket hq/top floor/final level script.rbc,309,@bossTalk8,cp1252,Giovanni: [.]\c\h08ó\nYou.,,à_traduire,
3e9b2709d946,scripts/rocket hq/top floor/final level script.rbc,312,@bossTalk9,cp1252,"You worthless, simple-minded\nlittle Bad Egg[.]\pI've given you more warning\nthan you deserve, Grunt[.]\pYet you seem to be relentless\nin your incompetence[.]",,à_traduire,
4730901c535e,scripts/rocket hq/top floor/final level script.rbc,316,@bossTalk10,cp1252,To take a Card Key that wasn't\neven yours to use[.]\pThen drop it right in front of\nthe child so he could ruin our\lplans as thoroughly as possible!,,à_traduire,
2a24cffa571d,scripts/rocket hq/top floor/final level script.rbc,321,@bossTalk11,cp1252,"Imbecile, moron!\pWere it not for you, that twerp\nmight have never reached us, and\lthe Master Ball would be in our\lhands right now!\pDo you understand?!",,à_traduire,
660f170f278e,scripts/rocket hq/top floor/final level script.rbc,325,@ronnieTalk2,cp1252,"Ronnie: N-no Boss[.]\c\h08ó\nIt wasn't like that, see--",,à_traduire,
64b2a2424f84,scripts/rocket hq/top floor/final level script.rbc,333,@bossTalk12,cp1252,Giovanni: ENOUGH!,,à_traduire,
19502bfe1aca,scripts/rocket hq/top floor/final level script.rbc,336,@bossTalk12.5,cp1252,That's enough!\p[.]\pI have had[.]\c\h08ó\nENOUGH!,,à_traduire,
987bc43f933b,scripts/rocket hq/top floor/final level script.rbc,348,@bossTalk13,cp1252,Giovanni: Nidoking!\c\h08ó\nPrepare for attack!,,à_traduire,
e229ffcb9215,scripts/rocket hq/top floor/final level script.rbc,362,@bossTalk14,cp1252,"Giovanni: Leave us!\c\h08ó\nLeave us, you worthless scum!\pYou're not worthy of the 'R'\nthat's printed on your chest!\pIf I ever see your face again,\nI'll grind it into Berry Powder!\pMark my words, I will!\pBegone!",,à_traduire,
7348b8644d39,scripts/rocket hq/top floor/final level script.rbc,366,@ronnieTalk3,cp1252,Ronnie: [.],,à_traduire,
bd60b22225d2,scripts/rocket hq/top floor/final level script.rbc,395,@bossTalk15,cp1252,Giovanni: [.]\c\h08ó\nHahahaha[.],,à_traduire,
5b1cdc29d810,scripts/rocket hq/top floor/final level script.rbc,405,@bossTalk16,cp1252,Giovanni: [.]\c\h08ó\nHahahahaha!,,à_traduire,
dbb59acce78f,scripts/rocket hq/top floor/final level script.rbc,409,@bossTalk17,cp1252,"No matter.\c\h08ó\nNo matter, boys and girls.\pBecause[.]\c\h08ó\nOne thing is for sure[.]\pThis Red twerp[.]\pHe has messed with us for the very\nlast time!",,à_traduire,
8c4b3c3e5870,scripts/rocket hq/top floor/final level script.rbc,412,@bossTalk18,cp1252,Hear me!\pWe will relocate Team Rocket's\nheadquarters to the Viridian Gym!\pEvacuate this building\nimmediately.,,à_traduire,
eb89480ca22e,scripts/rocket hq/top floor/final level script.rbc,416,@bossTalk19,cp1252,"Admins, Executives[.]\pThat means the next time your\nRocket Pager beeps[.]\pYou will report to Virdian Gym,\npronto!",,à_traduire,
caaca468f0ae,scripts/rocket hq/top floor/final level script.rbc,421,@bossTalk20,cp1252,When this child comes to seek his\nfinal Gym Badge[.]\pWe will be ready[.]\c\h08ó\nAll of us!\p[.]\pAnd by God[.]\c\h08ó\nWe will have our revenge!,,à_traduire,
10eaf94ec586,scripts/rocket hq/top floor/final level script.rbc,425,@bossTalk21,cp1252,"Do I make myself clear?\c\h08ó\nThen move, Team Rocket!",,à_traduire,
e66a78c62f35,scripts/rocket hq/top floor/grunt 1.rbc,48,@talk,cp1252,"I remember my first steal like it\nwas yesterday.\pThere's nothing more satisfying\nthan seeing the look on some poor\lguy's face as you rob him of his\llifelong companion and run away\llaughing.\pAhh[.] relish it while it lasts,\ngrunt.",,à_traduire,
c40060e4c235,scripts/rocket hq/top floor/grunt 1.rbc,51,@talk2,cp1252,I wonder what I'll have to do for\nthem to promote me to Rocket\lAdmin.\pI figure taking Pokémon from kids\nand old fogeys has to be the least\lof it. Sigh[.],,à_traduire,
ec1c09aa62ae,scripts/rocket hq/top floor/grunt 1.rbc,54,@talk3,cp1252,"Hey! They talked about Team Rocket\non TV!\pI wish I could go ""Hi, mom!"" or\nsomething in front of the camera.\pMaybe she wouldn't like it all\nthat much.",,à_traduire,
35f4c8f788c5,scripts/rocket hq/top floor/grunt 1.rbc,58,@talk4,cp1252,"Holy moly! I didn't even stand a\nchance against that kid!\pThat Charizard, man.\nI'm telling ya[.]",,à_traduire,
d6da243aca7b,scripts/rocket hq/top floor/grunt 1.rbc,61,@talk5,cp1252,Hey!\nThey promoted you!\pDoes it mean you're more bad than\nme? I'm jealous!,,à_traduire,
c549050418bb,scripts/rocket hq/top floor/grunt 1.rbc,64,@talk6,cp1252,I heard the Gym Leader in Fuchsia\nis friendly towards us Rockets.\pI sure wouldn't mind having that\ndude's ninja skills on my side[.],,à_traduire,
346690253984,scripts/rocket hq/top floor/grunt 2.rbc,33,@talk,cp1252,"Heh, you going out to steal your\nfirst Pokémon, are you?\pTake note: as a grunt you only\nhave authority enough to steal\lfrom children and old people.\pTry anyone else and they'll just\nblow you off!",,à_traduire,
9a4c86149177,scripts/rocket hq/top floor/grunt 2.rbc,36,@talk2,cp1252,"What are you looking at, punk?\nWant a piece of me?\p[.]\pHaha[.] what? Just practicing my\ntough-guy demeanor.",,à_traduire,
be2334e0d4a5,scripts/rocket hq/top floor/grunt 2.rbc,40,@talk3,cp1252,"Surely I'm not the only one who\nfinds it funny that the cops are\lrewarding me for being nice[.]\pOnly because I was bad before[.]\c\h08ó\n[.]\pLike, I just feel like there's\nsome moral contradiction here, but\lI just can't put my finger on it[.]",,à_traduire,
86d94f638ad6,scripts/rocket hq/top floor/grunt 2.rbc,43,@talk4,cp1252,"Dude, that kid was borderline\nmute. Almost didn't say a word.\lLike a sociopathic killer.\p[.]\pEither that, or he's just\ncompensating for his lack of\lsocial skills by being really good\lat Pokémon.",,à_traduire,
050943901098,scripts/rocket hq/top floor/petrel (post-red).rbc,11,@talk,utf-8,"Petrel: Well[.]\nWhat can I say, [player]?\pHe beat me.\nHe beat all of us.\p[.]\pYou going to see Boss?\pHeh. Be warned: He's in a bit of a\nfrenzy right now.",,à_traduire,
b9efb4dfa6af,scripts/rocket hq/top floor/petrel.rbc,11,@talk,utf-8,"There you are, [player].\nBoss would like to see you\lpersonally in his office down-\lstairs.\pYou had better take the elevator.\pI expect you to be on your best\nbehavior now-- no messing about!",,à_traduire,
78974f8919c8,scripts/rocket hq/top floor/playerstopper.rbc,25,@talk,utf-8,"Petrel: Not so fast, [player].\pBoss would like to see you\npersonally in his office down-\lstairs.\pYou had better take the elevator.\pI expect you to be on your best\nbehavior now-- no messing about!",,à_traduire,
30d6190ed1a9,scripts/rocket hq/top floor/red foreshadower.rbc,26,@talk,utf-8,"Dude, that Red kid was something\nelse, man!\pMade the spiky-haired kid look\nlike a whimp, I say!\pMan, if I was that strong as a\nlittle kid[.]\pHell, I'd be Champion by now[.]",,à_traduire,
9fb1febacf2e,scripts/rocket hq/top floor/red foreshadower.rbc,29,@talk2,utf-8,"I wonder what goes on in the\nRocket Laboratory.\pThey never let me go in there, and\nit's bugging me.\pDo you think they're making\nnuclear bombs? That would be cool.",,à_traduire,
400515592fd0,scripts/rocket hq/top floor/red foreshadower.rbc,32,@talk3,utf-8,Hahahaha!\nKnocked out by some little kid.\pMan[.] this is not how I imagined\ngangster life would be.,,à_traduire,
9503d0a73743,scripts/rocket hq/top floor/rival.rbc,41,@talk1,cp1252,"Hey, buddy, wait up!",,à_traduire,
5e2a0c224798,scripts/rocket hq/top floor/rival.rbc,52,@talk2,cp1252,"You're [player], aren't you?\pThat's right, I was right next to\nyou in the initiation ceremony\ldownstairs.\pThat stuff was badass, man.\pYou going out to steal your first\nPokémon? Cool.",,à_traduire,
614caa193b7a,scripts/rocket hq/top floor/rival.rbc,71,@talk3,cp1252,"You know, you don't strike me as\nthe kind of guy who'd go out and\ldecide to become a professional\lcrook all of a sudden.\pBet you never even nicked a candy\nbar from the Poké Mart before,\lam I right?\pHaha, but don't worry about it,\nman-- I'll teach you all you need\lto know!",,à_traduire,
b62c7c3a4772,scripts/rocket hq/top floor/rival.rbc,81,@talk4,cp1252,Hang on for just a second.,,à_traduire,
206da3041f79,scripts/rocket hq/top floor/rival.rbc,106,@talk5,cp1252,"One HM02, please! And be quick\nabout it!",,à_traduire,
4f48d1ad7bef,scripts/rocket hq/top floor/rival.rbc,128,@talk6,cp1252,"Name's Ronnie, by the way.",,à_traduire,
37a06f426d07,scripts/rocket hq/top floor/rival.rbc,131,@talk7,cp1252,"Man, I'm itching to steal me some\nPokémon! Should we go?",,à_traduire,
decee2bb8505,scripts/rocket hq/top floor/rival2.rbc,51,@talk1,cp1252,"Hey, buddy, wait up!",,à_traduire,
ed13b88b4554,scripts/rocket hq/top floor/rival2.rbc,63,@talk2,cp1252,"You're [player], aren't you?\pThat's right, I was right next to\nyou in the initiation ceremony\ldownstairs.\pThat stuff was badass, man.\pYou going out to steal your first\nPokémon? Cool.",,à_traduire,
fcc589464ffd,scripts/rocket hq/top floor/rival2.rbc,83,@talk3,cp1252,"You know, you don't strike me as\nthe kind of guy who'd go out and\ldecide to become a professional\lcrook all of a sudden.\pBet you never even nicked a candy\nbar from the Poké Mart before,\lam I right?\pHaha, but don't worry about it,\nman-- I'll teach you all you need\lto know!",,à_traduire,
52f5f4c43215,scripts/rocket hq/top floor/rival2.rbc,92,@talk4,cp1252,Hang on for just a second.,,à_traduire,
cd3065437753,scripts/rocket hq/top floor/rival2.rbc,116,@talk5,cp1252,"One HM02, please! And be quick\nabout it!",,à_traduire,
65aa0bbea3e2,scripts/rocket hq/top floor/rival2.rbc,141,@talk6,cp1252,"Name's Ronnie, by the way.",,à_traduire,
0c0ece56e4a5,scripts/rocket hq/top floor/rival2.rbc,150,@talk7,cp1252,"Man, I'm itching to steal me some\nPokémon! Should we go?",,à_traduire,
70d1e213b7e8,scripts/rocket hq/top floor/rival2.rbc,161,@stopmsg,cp1252,"Ronnie: Hey, man, where are you\ngoing?\pCome loot some Pokémon with me!",,à_traduire,
c2b5332937cd,scripts/rocket hq/top floor/ronnie (post-flashback) tile script.rbc,53,@ronnieTalk1,cp1252,"Hey [player]-- yo, yo, yo!",,à_traduire,
f6b25b09faa2,scripts/rocket hq/top floor/ronnie (post-flashback) tile script.rbc,56,@ronnieTalk2,cp1252,"Ronnie: Damn, boy[.]\nWhat's with the new get-up?\p[.]\pSay what?\c\h08ó They made little\n[player] an Admin now, did they?\pWell, no jokes. So now you can rob\nwomen and teenagers, is it?",,à_traduire,
021d515ef357,scripts/rocket hq/top floor/ronnie (post-flashback) tile script.rbc,59,@ronnieTalk3,cp1252,"Haha!\nCongrats, bud.\pYou know, given all my inborn\ngangster skills, it speaks to my\lmodesty that they didn't promote\lme too yet, doesn't it?",,à_traduire,
e2d9fcda5330,scripts/rocket hq/top floor/ronnie (post-flashback) tile script.rbc,63,@ronnieTalk4,cp1252,"Now-now[.]\nAny more juicy news?\p[.]\pOh, now! You're going to Pallet to\ninterrogate Professor Oak?\pDude, no way. That's too rad.\pYou know, they[.]\c\h08ó didn't give me a\nnew mission yet.",,à_traduire,
a38c05c95134,scripts/rocket hq/top floor/ronnie (post-flashback) tile script.rbc,67,@ellipses,cp1252,[.],,à_traduire,
59135dbe242a,scripts/rocket hq/top floor/ronnie (post-flashback) tile script.rbc,70,@ronnieTalk5,cp1252,"Why, now isn't that a prime\nopportunity?\pI'll come with you to Pallet Town\nand we'll beat up the old prof\ltogether!\pOh, man! Fate is too kind\nsometimes, isn't she, [player]?",,à_traduire,
81a8f1f41ab9,scripts/rocket hq/top floor/ronnie (post-flashback) tile script.rbc,75,@ronnietalk6,cp1252,"Well, Pallet Town[.] that's west\nKanto, isn't it?\pSo we either go south from Mt.\nMoon or through that pesky\lDiglett Cave off by Vermillion,\land we'll be on the right track.\pRight on!\nLet's get cracking!\pYou had better be the good cop,\n[player], 'cause I'm bad as hell!",,à_traduire,
4fa1dbadef2f,scripts/rocket hq/top floor/ronnie (post-red).rbc,12,@talk,utf-8,"Ronnie: D-dude[.]\pI don't even know how to tell you\nwhat just went down here[.]\pHe[.] he knocked us out.\nAll of us.\pYeah, dude. Even Boss.\nHell-- even me!\pThat little Red kid from Mt. Moon!\pLike, I totally want to tell you\nit was a close match, but[.]\pNo, not even close.\nThat kid is superhuman, man[.]",,à_traduire,
5169b13716eb,scripts/rocket hq/top floor/scientist.rbc,34,@talk,utf-8,"Another new recuit, is it?\pYeah, I've got that HM of yours\nright here; just a sec.",,à_traduire,
bff96dff871f,scripts/rocket hq/top floor/scientist.rbc,48,@talk2,utf-8,"Free Fly for all grunts, now, eh?\nMy, Giovanni's going soft.",,à_traduire,
96082224ffbf,scripts/rocket hq/top floor/scientist.rbc,60,@talk3,utf-8,"Here it is, pal. Don't go putting\nit to waste, now.",,à_traduire,
374d34f1f8a1,scripts/rocket hq/top floor/scientist.rbc,63,@talk4,utf-8,Now get out of here-- I've got\nwork to do.,,à_traduire,
9e0b6b99939f,scripts/rocket hq/top floor/scientist.rbc,110,@talk5,utf-8,(If there is anything I hate more\nthan being a supplier for rookies\lon recruitment day[.])\p(It is to be pestered by those\nvery same rookies while I'm TRYING\lTO WORK.)\p[.]\p(Maybe if I just ignore them\nthey'll go away on their own[.]),,à_traduire,
e62f5659a130,scripts/rocket hq/top floor/scientist.rbc,114,@talk6,utf-8,(Thank god that little kid beat\neverybody else and not just me[.]),,à_traduire,
3b83f2bd825b,scripts/rocket hq/top floor/scientist.rbc,117,@talk7,utf-8,"Hm..?\nBoss told you to talk to me?\p[.]\pOh, Surf is it now?\nGood lord, in all my days[.]",,à_traduire,
fbe02d8806e1,scripts/rocket hq/top floor/scientist.rbc,142,@talk8,utf-8,"When's he giving free HMs to us\nscientists, eh?\pThat's what I'd like to know[.]",,à_traduire,
0f9518007730,scripts/rocket hq/top floor/scientist.rbc,145,@talk9,utf-8,"Well, Surf it up, buddy.\pIn the meantime, I'll be at my\ndesk, as always[.]",,à_traduire,
2c91d6fe71c0,scripts/rocket hq/top floor/scientist2.rbc,33,@talk,utf-8,"Another new recuit, is it?\pYeah, I've got that HM of yours\nright here; just a sec.",,à_traduire,
9dc318af9732,scripts/rocket hq/top floor/scientist2.rbc,47,@talk2,utf-8,"Free Fly for all grunts, now, eh?\nMy, Giovanni's going soft.",,à_traduire,
ab55ea5b53c2,scripts/rocket hq/top floor/scientist2.rbc,60,@talk3,utf-8,"Here it is, pal. Don't go putting\nit to waste, now.",,à_traduire,
0bfe2ac4c7c8,scripts/rocket hq/top floor/scientist2.rbc,63,@talk4,utf-8,Now get out of here-- I've got\nwork to do.,,à_traduire,
f31aa3864c5c,scripts/rocket hq/top floor/wannabe admin.rbc,12,@talk2,cp1252,I wonder what I'll have to do for\nthem to promote me to Rocket\lAdmin.\pI figure taking Pokémon from kids\nand old fogeys has to be the least\lof it. Sigh[.],,à_traduire,
1c28627364d4,scripts/rocket hq/top floor/zubatwhiner.rbc,11,@talk,utf-8,"So did we find any fossils, then?\p[.]\pWhat?\nWe lost them?\pYou telling me I got molested by\nall those random Zubat for\lnothing?\pGee, what a waste.",,à_traduire,
49f9bbfe9cb8,scripts/rocket warehouse/TV blocker.rbc,23,@talk,utf-8,"Ronnie: Hey, dude!\nI can't see!\pHow about you find some other\nplace to watch that isn't right in\lfront of my face?",,à_traduire,
a6920393afea,scripts/rocket warehouse/TV broadcast v2.rbc,27,@TVtalk,utf-8,"Announcer: And now, in alarming\ncrime-related news[.]\pA renowned collector of technical\nmachines was earlier today a\lvictim of a vicious robbery while\laway from his Cerulean City home.\pPolice arrived at the scene\nshortly after the incident, but\lwere unable to catch the\lperpetrators before they made\ltheir escape.\pOur own Northern Kanto reporter\nFord Regular reports from the\lscene.",,à_traduire,
49e7b80d435e,scripts/rocket warehouse/TV broadcast.rbc,27,@TVtalk,utf-8,"Announcer: And now, in alarming\ncrime-related news[.]\pA renowned collector of technical\nmachines was earlier today a\lvictim of a vicious robbery while\laway from his Cerulean City home.\pPolice arrived at the scene\nshortly after the incident, but\lwere unable to catch the\lperpetrators before they made\ltheir escape.\pOur own Northern Kanto reporter\nFord Regular reports from the\lscene.",,à_traduire,
e757dae1a918,scripts/rocket warehouse/bill's parcel.rbc,25,@parcelGet,utf-8,"Yeah, you're the one who's going\nto see Bill, right?\pThe package thing is right here--\nhope it helps at least a little\lbit.",,à_traduire,
